Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Nisan,6,2024-04-06,Alışveriş,33.16,Eğitim,Seminer
2024,Nisan,12,2024-04-12,Fatura Ödemesi,1773.42,Eğitim,Kurs
2024,Nisan,11,2024-04-11,Eğitim,367.17,Restoran,Cafe
2024,Nisan,30,2024-04-30,Spor,334.55,Spor,Üyelik
2024,Nisan,22,2024-04-22,Alışveriş,4335.13,Eğitim,Seminer
2024,Nisan,10,2024-04-10,Alışveriş,153.13,Restoran,Fine Dining
2024,Nisan,26,2024-04-26,Eğitim,280.4,Eğitim,Kitap
2024,Nisan,12,2024-04-12,Fatura Ödemesi,3772.37,Fatura Ödemesi,Su
2024,Nisan,28,2024-04-28,Eğitim,109.29,Restoran,Cafe
2024,Nisan,7,2024-04-07,Alışveriş,13.48,Spor,Spor Salonu
2024,Nisan,6,2024-04-06,Restoran,2030.46,Restoran,Fast Food
2024,Nisan,19,2024-04-19,Spor,35.78,Spor,Ekipman
2024,Nisan,24,2024-04-24,Restoran,4990.51,ATM,ATM Çekimi
2024,Nisan,1,2024-04-01,Eğitim,277.78,ATM,Unusual Expense
2024,Nisan,30,2024-04-30,Fatura Ödemesi,2629.14,Spor,Ekipman
2024,Nisan,29,2024-04-29,Spor,35.13,Restoran,Cafe
2024,Nisan,5,2024-04-05,Eğitim,480.15,Eğitim,Kurs
2024,Nisan,1,2024-04-01,Eğitim,4866.16,Eğitim,Kurs
2024,Nisan,29,2024-04-29,Alışveriş,176.34,Fatura Ödemesi,Telefon
2024,Nisan,21,2024-04-21,Eğitim,1610.83,Fatura Ödemesi,İnternet
2024,Nisan,19,2024-04-19,Restoran,4941.33,Eğitim,Kurs
2024,Nisan,4,2024-04-04,Spor,3106.72,Restoran,Cafe
2024,Nisan,20,2024-04-20,Alışveriş,4689.47,Restoran,Cafe
2024,Nisan,26,2024-04-26,Fatura Ödemesi,162.84,ATM,Unusual Expense
2024,Nisan,12,2024-04-12,Eğitim,235.3,Restoran,Cafe
2024,Nisan,18,2024-04-18,Spor,319.82,Eğitim,Kurs
2024,Nisan,26,2024-04-26,Fatura Ödemesi,489.57,ATM,ATM Çekimi
2024,Nisan,12,2024-04-12,Spor,236.66,Restoran,Cafe
2024,Nisan,8,2024-04-08,Spor,389.57,Eğitim,Seminer
2024,Nisan,17,2024-04-17,Alışveriş,155.65,Restoran,Fast Food
2024,Nisan,23,2024-04-23,Alışveriş,201.22,Spor,Spor Salonu
2024,Nisan,5,2024-04-05,Fatura Ödemesi,4393.21,Fatura Ödemesi,İnternet
2024,Nisan,11,2024-04-11,Spor,320.63,Restoran,Cafe
2024,Nisan,16,2024-04-16,Alışveriş,293.19,ATM,ATM Çekimi
2024,Nisan,2,2024-04-02,Spor,184.53,Eğitim,Seminer
2024,Nisan,28,2024-04-28,Fatura Ödemesi,396.02,Restoran,Fast Food
2024,Nisan,1,2024-04-01,Fatura Ödemesi,450.49,Spor,Spor Salonu
2024,Nisan,25,2024-04-25,Spor,118.16,Restoran,Fast Food
2024,Nisan,14,2024-04-14,Fatura Ödemesi,156.62,ATM,ATM Çekimi
2024,Nisan,8,2024-04-08,Alışveriş,302.38,Spor,Unusual Expense
2024,Nisan,7,2024-04-07,Fatura Ödemesi,375.63,Spor,Üyelik
2024,Nisan,28,2024-04-28,Spor,207.23,Fatura Ödemesi,İnternet
2024,Nisan,27,2024-04-27,Restoran,497.42,Fatura Ödemesi,Su
2024,Nisan,10,2024-04-10,Spor,120.5,Fatura Ödemesi,Telefon
2024,Nisan,11,2024-04-11,Spor,205.78,Fatura Ödemesi,İnternet
2024,Nisan,27,2024-04-27,Spor,466.49,Fatura Ödemesi,İnternet
2024,Nisan,20,2024-04-20,Eğitim,3720.67,Eğitim,Kurs
2024,Nisan,19,2024-04-19,Restoran,156.12,Restoran,Fine Dining
2024,Nisan,21,2024-04-21,Fatura Ödemesi,228.37,Restoran,Unusual Expense
2024,Nisan,24,2024-04-24,Alışveriş,13.49,Spor,Üyelik
2024,Nisan,22,2024-04-22,Eğitim,285.45,Fatura Ödemesi,İnternet
2024,Nisan,17,2024-04-17,Spor,379.31,Fatura Ödemesi,Unusual Expense
2024,Nisan,29,2024-04-29,Spor,174.01,Restoran,Fine Dining
2024,Nisan,4,2024-04-04,Restoran,173.54,ATM,ATM Çekimi
2024,Nisan,10,2024-04-10,Spor,108.78,Restoran,Fast Food
2024,Nisan,13,2024-04-13,Spor,142.47,Fatura Ödemesi,Telefon
2024,Nisan,27,2024-04-27,Spor,406.2,ATM,ATM Çekimi
2024,Nisan,27,2024-04-27,Restoran,282.59,ATM,ATM Çekimi
2024,Nisan,7,2024-04-07,Alışveriş,235.64,Eğitim,Kurs
2024,Nisan,18,2024-04-18,Alışveriş,127.68,Restoran,Cafe
